pc1	pc2	protein	pc4	ko	extra
df	oid	10614	loc	K00026	MDH2; malate dehydrogenase [EC:1.1.1.37]
df	oid	10616	loc	K01338	lon; ATP-dependent Lon protease [EC:3.4.21.53]
df	oid	10617	loc	K10753	ASF1; histone chaperone ASF1
df	oid	10618	loc		
df	oid	10619	loc		
df	oid	10620	loc		
df	oid	10621	loc		
df	oid	10622	loc	K17822	DCUN1D1_2; DCN1-like protein 1/2
df	oid	10624	loc	K14293	KPNB1, IPO1; importin subunit beta-1
df	oid	10625	loc	K12626	LSM7; U6 snRNA-associated Sm-like protein LSm7
df	oid	10626	loc	K04627	STE3; pheromone a factor receptor
df	oid	10627	loc	K02933	RP-L6, MRPL6, rplF; large subunit ribosomal protein L6
df	oid	10628	loc	K03027	RPAC1, RPC40, POLR1C; DNA-directed RNA polymerases I and III subunit RPAC1
df	oid	10629	loc	K12670	DDOST, WBP1; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit DDOST/WBP1
df	oid	10630	loc	K02965	RP-S19, RSM19, rpsS; small subunit ribosomal protein S19
df	oid	10631	loc	K02882	RP-L18Ae, RPL18A; large subunit ribosomal protein L18Ae
df	oid	10633	loc	K08869	ADCK, ABC1; aarF domain-containing kinase
df	oid	10635	loc	K15110	SLC25A21, ODC; solute carrier family 25 (mitochondrial 2-oxodicarboxylate transporter), member 21
df	oid	10636	loc		
df	oid	10638	loc	K19833	CLA4; serine/threonine-protein kinase CLA4 [EC:2.7.11.1]
df	oid	10641	loc	K14787	MRD1, RBM19; multiple RNA-binding domain-containing protein 1
df	oid	10642	loc	K22857	EEF1AKMT4; EEF1A lysine methyltransferase 4 [EC:2.1.1.-]
df	oid	10643	loc		
df	oid	10644	loc	K02954	RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14
df	oid	10645	loc		
df	oid	10646	loc		
df	oid	10647	loc	K16369	CHO2; phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17]
df	oid	10648	loc		
df	oid	10649	loc	K12190	VPS36, EAP45; ESCRT-II complex subunit VPS36
df	oid	10650	loc		
df	oid	10651	loc		
df	oid	10653	loc		
df	oid	10655	loc	K23114	ARMT1; damage-control phosphatase, subfamily III [EC:3.1.3.-]
df	oid	10656	loc		
df	oid	10657	loc		
df	oid	10658	loc	K07034	GPR1, satP, ATO, ADY2, ACPA; acetate uptake transporter family protein
df	oid	10659	loc		
df	oid	10660	loc	K01669	phr, PHR1; deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
df	oid	10661	loc		
df	oid	10662	loc		
df	oid	10663	loc		
df	oid	10664	loc	K05289	GAA1; GPI-anchor transamidase subunit GAA1
df	oid	10665	loc		
df	oid	10666	loc	K15148	MED7; mediator of RNA polymerase II transcription subunit 7
df	oid	10669	loc		
df	oid	10670	loc		
df	oid	10673	loc	K01082	cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]
df	oid	10674	loc	K02141	ATPeFH, ATP14; F-type H+-transporting ATPase subunit h
df	oid	10675	loc		
df	oid	10676	loc		
df	oid	10677	loc	K10703	HACD, PHS1, PAS2; very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
df	oid	10678	loc		
df	oid	10679	loc		
df	oid	10680	loc	K00275	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
df	oid	10681	loc	K13343	PEX14; peroxin-14
df	oid	10682	loc		
df	oid	10683	loc	K02864	RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10
df	oid	10684	loc	K02889	RP-L21e, RPL21; large subunit ribosomal protein L21e
df	oid	10685	loc	K02264	COX5A; cytochrome c oxidase subunit 5a
df	oid	10687	loc		
df	oid	10688	loc		
df	oid	10689	loc	K14807	DDX51, DBP6; ATP-dependent RNA helicase DDX51/DBP6 [EC:5.6.2.7]
df	oid	10692	loc		
df	oid	10693	loc		
df	oid	10694	loc	K03439	trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
df	oid	10695	loc		
df	oid	10696	loc		
df	oid	10697	loc	K10908	POLRMT, RPO41; DNA-directed RNA polymerase, mitochondrial [EC:2.7.7.6]
df	oid	10698	loc		
df	oid	10699	loc		
df	oid	10700	loc	K21989	TMEM63, CSC1; calcium permeable stress-gated cation channel
df	oid	10701	loc		
df	oid	10702	loc		
df	oid	10703	loc		
df	oid	10704	loc		
df	oid	10706	loc	K05545	DUS4; tRNA-dihydrouridine synthase 4 [EC:1.3.1.90]
df	oid	10707	loc		
df	oid	10708	loc	K06927	DPH6; diphthine-ammonia ligase [EC:6.3.1.14]
df	oid	10709	loc	K03021	RPC2, POLR3B; DNA-directed RNA polymerase III subunit RPC2 [EC:2.7.7.6]
df	oid	10711	loc	K07034	GPR1, satP, ATO, ADY2, ACPA; acetate uptake transporter family protein
df	oid	10713	loc		
df	oid	10714	loc		
df	oid	10715	loc		
df	oid	10716	loc	K00762	pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]
df	oid	10717	loc	K02959	RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16
df	oid	10718	loc	K14829	IPI3; pre-rRNA-processing protein IPI3
df	oid	10720	loc	K02903	RP-L28e, RPL28; large subunit ribosomal protein L28e
df	oid	10721	loc		
df	oid	10722	loc	K01580	E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]
df	oid	10725	loc		
df	oid	10727	loc	K02927	RP-L40e, RPL40, UBA52; ubiquitin-large subunit ribosomal protein L40e
df	oid	10730	loc		
df	oid	10731	loc		
df	oid	10732	loc	K20471	COPD, ARCN1, RET2; coatomer subunit delta
df	oid	10733	loc		
df	oid	10734	loc		
df	oid	10735	loc		
df	oid	10737	loc	K02997	RP-S9e, RPS9; small subunit ribosomal protein S9e
df	oid	10738	loc	K01410	MIPEP; mitochondrial intermediate peptidase [EC:3.4.24.59]
df	oid	10739	loc		
df	oid	10741	loc		
df	oid	10742	loc		
df	oid	10745	loc		
df	oid	10747	loc		
df	oid	10748	loc	K07888	RAB5B; Ras-related protein Rab-5B
df	oid	10749	loc		
df	oid	10750	loc		
df	oid	10752	loc	K11600	RRP41, EXOSC4, SKI6; exosome complex component RRP41
df	oid	10753	loc	K01885	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]
df	oid	10754	loc	K01530	E7.6.2.1; phospholipid-translocating ATPase [EC:7.6.2.1]
df	oid	10755	loc		
df	oid	10756	loc	K14781	DHR2; ATP-dependent RNA helicase DHR2 [EC:5.6.2.6]
df	oid	10757	loc	K10901	BLM, RECQL3, SGS1; bloom syndrome protein [EC:5.6.2.4]
df	oid	10759	loc		
df	oid	10760	loc		
df	oid	10761	loc		
df	oid	10762	loc	K03648	UNG, UDG; uracil-DNA glycosylase [EC:3.2.2.27]
df	oid	10764	loc	K14169	CTU2, NCS2; cytoplasmic tRNA 2-thiolation protein 2
df	oid	10769	loc		
df	oid	10770	loc	K07870	RHOT1, ARHT1; mitochondrial Rho GTPase 1 [EC:3.6.5.-]
df	oid	10771	loc		
df	oid	10772	loc	K19355	MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
df	oid	10773	loc		
df	oid	10774	loc	K17769	TOM22; mitochondrial import receptor subunit TOM22
df	oid	10775	loc	K10958	RAD57; DNA repair protein RAD57
df	oid	10776	loc	K07975	K07975; Rho family, other
df	oid	10780	loc		
df	oid	10781	loc	K13108	SNIP1; smad nuclear-interacting protein 1
df	oid	10782	loc		
df	oid	10784	loc		
df	oid	10786	loc		
df	oid	10787	loc		
df	oid	10788	loc		
df	oid	10789	loc		
df	oid	10790	loc	K28098	TANGO2; transport and Golgi organization protein 2
df	oid	10791	loc		
df	oid	10792	loc		
df	oid	10793	loc	K02732	PSMB1; 20S proteasome subunit beta 6 [EC:3.4.25.1]
df	oid	10796	loc		
df	oid	10797	loc	K03347	CUL1, CDC53; cullin 1
df	oid	10798	loc		
df	oid	10800	loc	K20028	ZDHHC2_15_20; palmitoyltransferase ZDHHC2/15/20 [EC:2.3.1.225]
df	oid	10801	loc	K10866	RAD50; DNA repair protein RAD50 [EC:3.6.-.-]
df	oid	10802	loc	K02153	ATPeV0E, ATP6H; V-type H+-transporting ATPase subunit e
df	oid	10804	loc		
df	oid	10806	loc	K20316	SCOC; short coiled-coil protein
df	oid	10807	loc		
df	oid	10809	loc		
df	oid	10810	loc		
df	oid	10811	loc	K00428	E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]
df	oid	10812	loc		
df	oid	10813	loc		
df	oid	10814	loc		
df	oid	10816	loc		
df	oid	10817	loc		
df	oid	10818	loc	K06691	RPN13; 26S proteasome regulatory subunit N13
df	oid	10820	loc		
df	oid	10821	loc		
df	oid	10822	loc	K12823	DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2 [EC:5.6.2.7]
df	oid	10823	loc		
df	oid	10824	loc		
df	oid	10825	loc	K10589	UBE3C; ubiquitin-protein ligase E3 C [EC:2.3.2.26]
df	oid	10826	loc	K04799	FEN1, RAD2; flap endonuclease-1 [EC:3.1.-.-]
df	oid	10827	loc		
df	oid	10828	loc		
df	oid	10833	loc		
df	oid	10835	loc		
df	oid	10836	loc		
df	oid	10837	loc	K12479	VPS45; vacuolar protein sorting-associated protein 45
df	oid	10838	loc	K23469	CLB2; G2/mitotic-specific cyclin 2
df	oid	10839	loc	K13104	ZNF830, CCDC16; zinc finger protein 830
df	oid	10840	loc	K04353	RAP1A; Ras-related protein Rap-1A
df	oid	10841	loc	K01610	pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
df	oid	10842	loc		
df	oid	10844	loc	K00560	thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
df	oid	10845	loc	K00560	thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
df	oid	10846	loc	K20293	COG6, COD2; conserved oligomeric Golgi complex subunit 6
df	oid	10848	loc	K03671	TXN, trxA; thioredoxin
df	oid	10850	loc	K09503	DNAJA2; DnaJ homolog subfamily A member 2
df	oid	10851	loc	K17541	SCYL2; SCY1-like protein 2
df	oid	10852	loc	K11498	CENPE, KIF10; centromeric protein E
df	oid	10853	loc	K02202	CDK7; cyclin-dependent kinase 7 [EC:2.7.11.22 2.7.11.23]
df	oid	10854	loc		
df	oid	10856	loc		
df	oid	10857	loc		
df	oid	10858	loc		
df	oid	10859	loc	K12837	U2AF2; splicing factor U2AF 65 kDa subunit
df	oid	10861	loc		
df	oid	10862	loc		
df	oid	10863	loc		
df	oid	10864	loc	K08139	HXT; MFS transporter, SP family, sugar:H+ symporter
df	oid	10865	loc		
df	oid	10866	loc		
df	oid	10867	loc		
df	oid	10869	loc		
df	oid	10870	loc		
df	oid	10871	loc		
df	oid	10873	loc		
df	oid	10874	loc		
df	oid	10875	loc	K11232	YPD1; osomolarity two-component system, phosphorelay intermediate protein YPD1
df	oid	10876	loc		
df	oid	10877	loc		
df	oid	10878	loc	K09272	SSRP1, POB3; FACT complex subunit SSRP1/POB3
df	oid	10883	loc		
df	oid	10884	loc		
df	oid	10885	loc		
df	oid	10886	loc	K03189	ureG; urease accessory protein
df	oid	10887	loc		
df	oid	10888	loc		
df	oid	10889	loc		
df	oid	10890	loc		
df	oid	10891	loc		
df	oid	10892	loc		
df	oid	10893	loc		
df	oid	10894	loc		
df	oid	10896	loc		
df	oid	10897	loc	K01613	psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]
df	oid	10898	loc		
df	oid	10899	loc		
df	oid	10900	loc		
df	oid	10901	loc	K10706	SETX, ALS4, SEN1; ATP-dependent RNA/DNA helicase, senataxin [EC:5.6.2.5 5.6.2.3]
df	oid	10904	loc		
df	oid	10905	loc		
df	oid	10906	loc		
df	oid	10909	loc		
df	oid	10911	loc		
df	oid	10912	loc		
df	oid	10913	loc	K05767	IQGAP2_3; Ras GTPase-activating-like protein IQGAP2/3
df	oid	10914	loc		
df	oid	10915	loc		
df	oid	10916	loc	K21767	TBCD; tubulin-specific chaperone D
df	oid	10917	loc		
df	oid	10918	loc		
df	oid	10919	loc	K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]
df	oid	10921	loc	K03457	TC.NCS1; nucleobase:cation symporter-1, NCS1 family
df	oid	10922	loc		
df	oid	10923	loc	K12736	PPWD1; peptidylprolyl isomerase domain and WD repeat-containing protein 1 [EC:5.2.1.8]
df	oid	10925	loc		
df	oid	10926	loc		
df	oid	10927	loc		
df	oid	10929	loc		
df	oid	10931	loc		
df	oid	10933	loc	K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]
df	oid	10934	loc		
df	oid	10936	loc		
df	oid	10937	loc	K00823	puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]
df	oid	10938	loc		
df	oid	10939	loc		
df	oid	10940	loc	K13093	HTATSF1; HIV Tat-specific factor 1
df	oid	10941	loc	K03848	ALG6; alpha-1,3-glucosyltransferase [EC:2.4.1.267]
df	oid	10942	loc		
df	oid	10943	loc		
df	oid	10944	loc		
df	oid	10945	loc	K18184	COX20; cytochrome c oxidase assembly protein subunit 20
df	oid	10946	loc	K03372	SLC33A1, ACATN; MFS transporter, PAT family, solute carrier family 33 (acetyl-CoA transportor), member 1 [EC:2.3.1.-]
df	oid	10947	loc	K10597	UBE4B, UFD2; ubiquitin conjugation factor E4 B [EC:2.3.2.27]
df	oid	10949	loc		
df	oid	10950	loc		
df	oid	10951	loc	K10610	DDB1; DNA damage-binding protein 1
df	oid	10952	loc	K12350	SMPD1, ASM; sphingomyelin phosphodiesterase [EC:3.1.4.12]
df	oid	10953	loc		
df	oid	10954	loc	K05765	CFL; cofilin
df	oid	10955	loc	K11226	STE7; mitogen-activated protein kinase kinase [EC:2.7.12.2]
df	oid	10956	loc	K03246	EIF3I; translation initiation factor 3 subunit I
df	oid	10957	loc		
df	oid	10960	loc		
df	oid	10961	loc	K15115	SLC25A32, MFT; solute carrier family 25 (mitochondrial folate transporter), member 32
df	oid	10962	loc	K12200	PDCD6IP, ALIX, RIM20; programmed cell death 6-interacting protein
df	oid	10963	loc	K14012	NSFL1C, UBX1, SHP1; UBX domain-containing protein 1
df	oid	10964	loc	K00966	GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
df	oid	10966	loc		
df	oid	10967	loc		
df	oid	10968	loc		
df	oid	10969	loc		
df	oid	10970	loc		
df	oid	10972	loc		
df	oid	10973	loc		
df	oid	10975	loc	K17553	PPP1R11; protein phosphatase 1 regulatory subunit 11
df	oid	10976	loc		
df	oid	10978	loc		
df	oid	10980	loc		
df	oid	10981	loc	K00223	ERG4; Delta24(24(1))-sterol reductase [EC:1.3.1.71]
df	oid	10982	loc	K02677	PRKCA; classical protein kinase C alpha type [EC:2.7.11.13]
df	oid	10983	loc	K14775	UTP30, RSL1D1; ribosome biogenesis protein UTP30
df	oid	10984	loc		
df	oid	10985	loc		
df	oid	10989	loc	K01711	gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
df	oid	10991	loc	K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
df	oid	10992	loc		
df	oid	10993	loc		
df	oid	10995	loc	K05941/K25587	
df	oid	10996	loc		
df	oid	10998	loc		
df	oid	10999	loc	K14803	PTC2_3; protein phosphatase PTC2/3 [EC:3.1.3.16]
df	oid	11001	loc		
df	oid	11002	loc		
df	oid	11003	loc		
df	oid	11004	loc	K01303	APEH; acylaminoacyl-peptidase [EC:3.4.19.1]
df	oid	11005	loc	K07112	K07112; uncharacterized protein
df	oid	11006	loc		
df	oid	11007	loc		
df	oid	11009	loc		
df	oid	11010	loc	K17428	MRPL47, NCM1; large subunit ribosomal protein L47
df	oid	11011	loc	K01254	LTA4H; leukotriene-A4 hydrolase [EC:3.3.2.6]
df	oid	11014	loc		
df	oid	11016	loc		
df	oid	11017	loc	K28027	TPO2_3; MFS transporter, DHA1 family, spermine transporter
df	oid	11018	loc		
df	oid	11021	loc	K15040	VDAC2; voltage-dependent anion channel protein 2
df	oid	11022	loc	K00864	glpK, GK; glycerol kinase [EC:2.7.1.30]
df	oid	11023	loc		
df	oid	11024	loc		
df	oid	11025	loc	K02155	ATPeV0C, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit
df	oid	11026	loc		
df	oid	11027	loc		
df	oid	11029	loc		
df	oid	11030	loc		
df	oid	11033	loc		
df	oid	11034	loc		
df	oid	11035	loc	K05535	MNN2; alpha 1,2-mannosyltransferase [EC:2.4.1.-]
df	oid	11036	loc	K00049	GRHPR; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
df	oid	11038	loc		
df	oid	11039	loc	K00111	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
df	oid	11040	loc	K20032	ZDHHC13_17, HIP14; palmitoyltransferase ZDHHC13/17 [EC:2.3.1.225]
df	oid	11041	loc	K10844	ERCC2, XPD; DNA excision repair protein ERCC-2 [EC:5.6.2.3]
df	oid	11043	loc		
df	oid	11044	loc		
df	oid	11046	loc	K23093	USB1; U6 snRNA phosphodiesterase [EC:3.1.4.-]
df	oid	11047	loc	K14262	DUG2; di- and tripeptidase [EC:3.4.-.-]
df	oid	11050	loc	K00589	MET1; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
df	oid	11051	loc	K07300	chaA, CAX; Ca2+:H+ antiporter
df	oid	11052	loc	K02144	ATPeV1H; V-type H+-transporting ATPase subunit H
df	oid	11053	loc		
df	oid	11054	loc		
df	oid	11055	loc		
df	oid	11057	loc		
df	oid	11060	loc		
df	oid	11061	loc		
df	oid	11062	loc		
df	oid	11064	loc	K02147	ATPeV1B, ATP6B; V-type H+-transporting ATPase subunit B
df	oid	11067	loc		
df	oid	11068	loc	K03019	RPC11, POLR3K; DNA-directed RNA polymerase III subunit RPC11
df	oid	11069	loc	K11806	DCAF13, WDSOF1; DDB1- and CUL4-associated factor 13
df	oid	11070	loc		
df	oid	11072	loc		
df	oid	11074	loc		
df	oid	11075	loc	K08139	HXT; MFS transporter, SP family, sugar:H+ symporter
df	oid	11079	loc		
df	oid	11080	loc	K23002	RPAP3; RNA polymerase II-associated protein 3
df	oid	11082	loc	K24940	CWF19L2; CWF19-like protein 2
df	oid	11084	loc		
df	oid	11085	loc	K00459	ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
df	oid	11086	loc		
df	oid	11090	loc		
df	oid	11091	loc	K03258	EIF4B; translation initiation factor 4B
df	oid	11092	loc		
df	oid	11093	loc	K03948	NDUFA4; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 4
df	oid	11094	loc	K01725	cynS; cyanate lyase [EC:4.2.1.104]
df	oid	11096	loc		
df	oid	11097	loc		
df	oid	11099	loc		
df	oid	11101	loc		
df	oid	11102	loc	K14779	DDX52, ROK1; ATP-dependent RNA helicase DDX52/ROK1 [EC:5.6.2.7]
df	oid	11103	loc	K02257	COX10, ctaB, cyoE; heme o synthase [EC:2.5.1.141]
df	oid	11104	loc		
df	oid	11105	loc	K09584	PDIA6, TXNDC7; protein disulfide-isomerase A6 [EC:5.3.4.1]
df	oid	11106	loc		
df	oid	11107	loc	K28027	TPO2_3; MFS transporter, DHA1 family, spermine transporter
df	oid	11108	loc		
df	oid	11109	loc		
df	oid	11110	loc		
df	oid	11111	loc		
df	oid	11112	loc	K20798	HENMT1; small RNA 2'-O-methyltransferase [EC:2.1.1.386]
df	oid	11113	loc		
df	oid	11114	loc	K00859	coaE; dephospho-CoA kinase [EC:2.7.1.24]
df	oid	11116	loc		
df	oid	11117	loc	K02146	ATPeV0D, ATP6D; V-type H+-transporting ATPase subunit d
df	oid	11118	loc	K14962	WDR82, SWD2, CPS35; COMPASS component SWD2
df	oid	11119	loc		
df	oid	11122	loc		
df	oid	11123	loc	K20247	EGT2; hercynylcysteine S-oxide lyase [EC:4.4.1.36]
df	oid	11124	loc	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
df	oid	11127	loc	K12158	NEDD8; ubiquitin-like protein Nedd8
df	oid	11128	loc		
df	oid	11129	loc	K00031	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
df	oid	11130	loc		
df	oid	11134	loc	K25059	SDE2; replication stress response regulator SDE2
df	oid	11135	loc		
df	oid	11136	loc	K08681	pdxT, pdx2; pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]
df	oid	11137	loc	K06215	pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
df	oid	11138	loc	K02953	RP-S13e, RPS13; small subunit ribosomal protein S13e
df	oid	11139	loc	K12947	SPCS2, SPC2; signal peptidase complex subunit 2 [EC:3.4.-.-]
df	oid	11140	loc		
df	oid	11141	loc	K02953	RP-S13e, RPS13; small subunit ribosomal protein S13e
df	oid	11142	loc	K02991	RP-S6e, RPS6; small subunit ribosomal protein S6e
df	oid	11143	loc		
df	oid	11144	loc	K14292	TGS1; trimethylguanosine synthase [EC:2.1.1.-]
df	oid	11145	loc	K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
df	oid	11146	loc	K15264	NSUN5, WBSCR20, RCM1; 25S rRNA (cytosine2278-C5)-methyltransferase [EC:2.1.1.311]
df	oid	11147	loc	K18278	THI5; pyrimidine precursor biosynthesis enzyme
df	oid	11148	loc		
df	oid	11149	loc		
df	oid	11150	loc		
df	oid	11151	loc	K03938	NDUFS5; NADH dehydrogenase (ubiquinone) Fe-S protein 5
df	oid	11152	loc		
df	oid	11154	loc		
df	oid	11155	loc	K26678	MON2; protein MON2
df	oid	11156	loc		
df	oid	11159	loc	K05544	DUS3; tRNA-dihydrouridine synthase 3 [EC:1.3.1.89]
df	oid	11160	loc		
df	oid	11161	loc	K26797	GORASP, GRASP65_55; golgi reassembly-stacking protein
df	oid	11163	loc		
df	oid	11164	loc		
df	oid	11165	loc		
df	oid	11166	loc	K03537	POP5; ribonuclease P/MRP protein subunit POP5 [EC:3.1.26.5]
df	oid	11167	loc	K01897	ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]
df	oid	11168	loc		
df	oid	11170	loc	K11309	RTT109, KAT11; regulator of Ty1 transposition protein 109
df	oid	11171	loc	K01301	NAALAD; N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]
df	oid	11172	loc	K10808	RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]
df	oid	11173	loc	K22611	SART3, TIP110; squamous cell carcinoma antigen recognized by T-cells 3
df	oid	11175	loc		
df	oid	11176	loc		
df	oid	11177	loc		
df	oid	11178	loc	K00026	MDH2; malate dehydrogenase [EC:1.1.1.37]
df	oid	11183	loc	K09699	DBT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
df	oid	11185	loc	K22943	YIPF6; protein YIPF6
df	oid	11186	loc		
df	oid	11187	loc		
df	oid	11188	loc	K09699	DBT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
df	oid	11189	loc		
df	oid	11192	loc		
df	oid	11194	loc		
df	oid	11199	loc		
df	oid	11200	loc		
df	oid	11201	loc		
df	oid	11202	loc	K01001	ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]
df	oid	11203	loc	K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
df	oid	11204	loc		
df	oid	11205	loc		
df	oid	11206	loc	K02934	RP-L6e, RPL6; large subunit ribosomal protein L6e
df	oid	11207	loc	K01427	URE; urease [EC:3.5.1.5]
df	oid	11208	loc		
df	oid	11209	loc	K00477	PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
df	oid	11212	loc		
df	oid	11213	loc		
df	oid	11214	loc		
df	oid	11216	loc		
df	oid	11217	loc	K01611	speD, AMD1; S-adenosylmethionine decarboxylase [EC:4.1.1.50]
df	oid	11220	loc	K01164	POP1; ribonuclease P/MRP protein subunit POP1 [EC:3.1.26.5]
df	oid	11221	loc		
df	oid	11222	loc		
df	oid	11223	loc	K10747	LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
df	oid	11224	loc	K14288	XPOT; exportin-T
df	oid	11225	loc	K20522	LSB1_2; LAS seventeen-binding protein 1/2
df	oid	11226	loc	K13249	SSR1; translocon-associated protein subunit alpha
df	oid	11228	loc	K11811	arsH; arsenical resistance protein ArsH
df	oid	11229	loc		
df	oid	11231	loc		
df	oid	11232	loc		
df	oid	11233	loc		
df	oid	11235	loc		
df	oid	11236	loc		
df	oid	11237	loc		
df	oid	11238	loc		
df	oid	11239	loc		
df	oid	11240	loc		
df	oid	11241	loc		
df	oid	11242	loc	K00555	TRMT1, trm1; tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]
df	oid	11243	loc		
df	oid	11244	loc		
df	oid	11246	loc		
df	oid	11247	loc		
df	oid	11248	loc	K10531	pvdA, SIDA; L-ornithine N5-monooxygenase [EC:1.14.13.195 1.14.13.196]
df	oid	11249	loc		
df	oid	11251	loc		
df	oid	11252	loc		
df	oid	11253	loc	K20246	EGT1; L-histidine Nalpha-methyltransferase / hercynylcysteine S-oxide synthase [EC:2.1.1.44 1.21.3.10]
df	oid	11255	loc	K07442	TRM61, GCD14; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]
df	oid	11256	loc		
df	oid	11257	loc		
df	oid	11258	loc		
df	oid	11260	loc		
df	oid	11261	loc		
df	oid	11263	loc		
df	oid	11264	loc		
df	oid	11265	loc		
df	oid	11266	loc		
df	oid	11267	loc		
df	oid	11268	loc		
df	oid	11269	loc	K28029	UGA4, BAT1; amino acid or GABA permease
df	oid	11270	loc	K20367	ERGIC3, ERV46; endoplasmic reticulum-Golgi intermediate compartment protein 3
df	oid	11271	loc		
df	oid	11272	loc	K03847	ALG12; alpha-1,6-mannosyltransferase [EC:2.4.1.260]
df	oid	11274	loc	K02960	RP-S16e, RPS16; small subunit ribosomal protein S16e
df	oid	11275	loc		
df	oid	11276	loc		
df	oid	11277	loc		
df	oid	11278	loc	K03657	uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]
df	oid	11280	loc		
df	oid	11281	loc		
df	oid	11284	loc		
df	oid	11286	loc		
df	oid	11287	loc		
df	oid	11288	loc		
df	oid	11289	loc		
df	oid	11290	loc	K10807	RRM1; ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]
